frame,id,cx,cy
14,8,1071.1556439923215,157.1320915718829
14,3,878.3787841298634,233.40827880844893
14,6,823.1963767570126,260.4624880401591
14,11,609.6346181078808,451.01240577643097
14,12,532.7741209644666,463.59219643328487
14,4,738.9629516851912,122.48122967755384
14,15,892.4567003979854,109.506311533422
14,5,1279.7414624629932,300.67125921879597
15,1,540.1967558834561,453.3782927276798
15,9,934.1741278369844,485.559436179486
15,14,1165.574708913333,391.20238300523494
15,2,631.6820882300182,192.81299687767591
15,10,1013.0124373506924,219.8987223372921
15,13,296.37303178209055,305.4393178042915
15,7,566.6136919547015,188.4875466172795
15,8,1083.6666963565067,156.86390850334786
15,3,887.7919534903452,233.51407965350583
15,6,833.7993931406304,261.5199063903417
15,11,613.345727526069,452.0680755291974
15,12,535.8492636049441,462.12798996115083
15,4,750.9208943410022,123.43668706752226
15,15,904.2688472473268,109.57689983665388
15,5,1287.4467093418775,300.8025240720513
16,1,549.6399475556211,454.3383680577147
16,9,939.8955911508423,483.9086554345866
16,14,1167.8684308630372,389.4818003819183
16,2,643.3448966386208,194.09883246286165
16,10,1023.5589730876363,220.3175079559051
16,13,302.30779879130927,305.4970960978485
16,7,577.2503503175275,189.53186592056434
16,8,1095.4868472774638,157.44283227565776
16,3,897.5355833763289,233.79333906694654
16,6,843.8633713148147,261.3936372811027
16,11,615.1905587299962,453.1184444849674
16,12,538.9361075069131,461.03174456009776
16,4,761.959407513186,124.4783603556897
16,15,914.8463196773566,109.99287324815438
16,5,1295.1519562207618,300.93378892530666
17,1,556.37761396986,453.83143407508527
17,9,945.249912813282,482.2766722383804
17,14,1170.3145382384628,393.8448621834398
17,2,654.1694095857033,194.09020197315374
17,10,1030.6871805079543,220.793889173846
17,13,308.5026010788014,305.9737890913046
17,7,587.6199181223184,190.3895779381079
17,8,1107.2705569154143,158.65979130860623
17,3,904.886669594255,233.75079295441847
17,6,854.0644980602018,262.16551363147437
17,11,617.1134032180173,453.5977337790263
17,12,542.3456793922271,461.928356909581
17,4,773.0308507956535,126.00726011116164
17,15,925.2764945373923,109.78064236697894
17,5,1302.857203099646,301.065053778562
18,1,565.1040618835733,454.40287146305604
18,9,941.6961473755015,481.5591416706064
18,14,1173.3548944532247,396.9954552957495
18,2,664.2087442518044,194.46004726044129
18,10,1038.7606419547137,221.5271701944037
18,13,314.93688287624417,306.74499743525985
18,7,597.8564574313791,190.87929480464
18,8,1118.6152442300147,160.76792892342033
18,3,911.4604385242619,234.14180088769552
18,6,864.21395451612,262.9149931463806
18,11,618.9845424612471,454.02942379780364
18,12,547.8853232659127,463.514143542002
18,4,783.5048128086406,126.75191478187973
18,15,936.5799125995505,110.23702125236713
18,5,1310.5624499785304,301.19631863181735
19,1,573.8305097972866,454.9743088510268
19,9,942.3401485872189,481.4933488068583
19,14,1177.5049791697531,399.10069283106174
19,2,673.7481472959238,195.33662298626257
19,10,1046.7571005769369,222.21256139697445
19,13,321.79307443393594,307.48473549174633
19,7,608.050134753804,191.5509728232789
19,8,1129.6753125098778,162.14378934281115
19,3,917.8156417850812,235.0676520489818
19,6,873.7097208994116,263.8447130514509
19,11,621.3453023642971,453.7174532422194
19,12,553.0629325139965,465.250653149317
19,4,794.0350637089768,127.35819798386404
19,15,947.0137950098012,111.18802963081104
19,5,1318.2676968574146,301.3275834850727
20,1,581.1985955796798,455.969769825569
20,9,943.6369645125703,481.8564680800883
20,14,1181.7646212987138,400.37677816965925
20,2,682.7829596296077,196.1241187922753
20,10,1054.9922154641872,222.84948354537286
20,13,328.07122956021294,308.6229230330446
20,7,617.8119043926046,192.36248133415214
20,8,1141.0143616559394,163.83889786836875
20,3,924.7916691088592,235.9142392638072
20,6,883.2279386458565,265.7712784868917
20,11,624.3345666139367,454.406815075664
20,12,555.1763124979095,467.87249201375835
20,4,804.4298734959364,128.31924385491837
20,15,956.8543256744637,111.81230747485064
20,5,1325.972943736299,301.45884833832804
21,1,585.537752833021,456.1411583541885
21,9,945.0531738915164,481.36364716113906
21,14,1184.0556733934675,400.5974285601783
21,2,691.9773994784553,196.82821851108463
21,10,1063.6722213651478,223.6654215811797
21,13,333.93640141973754,308.4705278464402
21,7,627.5248566293802,193.05183149118437
21,8,1151.9200700280485,165.96947120311017
21,3,932.0702803425044,236.6759215954706
21,6,892.5933253635645,267.2679497492578
21,11,628.9027522577786,456.69557310396937
21,12,557.2638384487495,467.92159084392557
21,4,814.5397085258425,128.43052556907617
21,15,966.7692027183386,111.95928563683526
21,5,1333.6781906151832,301.5901131915834
22,1,589.132354995221,455.0502302788671
22,9,947.4929152677024,480.21743662477064
22,14,1184.9236082228756,400.97596426998757
22,2,700.911325803672,197.68400040617047
22,10,1072.029880377035,225.04673687192
22,13,339.08480730851727,309.82607982987395
22,7,636.134051137696,193.65096610786688
22,8,1161.8708244587644,166.83093149375898
22,3,939.15791627939,237.3595696841662
22,6,902.5559036304929,267.7419337888796
22,11,635.0204082608763,457.18781894532066
22,12,550.9460653130192,477.39026165546716
22,4,823.8119290787369,129.0489665062219
22,15,975.4617704421662,113.09735078471716
22,5,1341.3834374940675,301.72137804483873
23,1,591.6944240653477,453.31368434697663
23,9,948.4645655604983,478.1632411639688
23,14,1185.7276780721636,401.9596847890558
23,2,708.5977889749046,197.7527299422831
23,10,1078.3894941155575,225.70477660191028
23,13,341.98166685093537,310.0516211004347
23,7,643.554829733461,193.96618179605224
23,8,1171.1787497257055,167.21179960212476
23,3,945.0186234003263,239.08864835716048
23,6,912.0843341752166,269.02837723790276
23,11,640.8296949733681,456.77300964310683
23,12,548.0841618332348,484.4068479840286
23,4,832.08338134344,129.38693636180975
23,15,982.8902414394315,114.05838716021113
23,5,1349.0886843729518,301.8526428980941
23,16,166.35569821681892,703.9440653337881
24,1,594.1196372324708,451.1872987560264
24,9,946.3890042063161,476.1591484174683
24,14,1183.691105895845,403.3995685313787
24,2,714.562669984609,197.92429060151534
24,10,1082.2499616049993,225.158032016965
24,13,343.1224554555259,310.5561384334394
24,7,649.3181627115061,194.30852229601606
24,8,1179.2047180798488,167.28065336887047
24,3,949.1486236435624,240.88234219680584
24,6,919.3103609168032,268.4664659954209
24,11,644.3144488957811,456.83656939385105
24,12,544.2353130501277,488.90716855810285
24,4,838.1530203123983,129.75126538660797
24,15,989.0624988128657,115.08878421376427
24,5,1356.793931251836,301.9839077513494
24,16,174.98552485491524,704.4496439132294
25,1,594.3744811737406,449.7476391203994
25,9,939.7730865290664,474.9085921621628
25,14,1180.3925931684003,404.7148426927627
25,2,718.2875322934281,198.41381158736579
25,10,1084.6651897586094,223.54824598292197
25,13,342.48643682885387,310.6078526862502
25,7,653.1229725756021,194.46243416947138
25,8,1184.8425817374657,166.94587508148535
25,3,950.5698912085854,241.56688461831828
25,6,924.269054843626,265.4793557967677
25,11,645.4301351724075,456.38804406107295
25,12,539.8200763775275,492.1446911580232
25,4,841.6444301350832,130.81250591722858
25,15,992.2363781620824,115.70996888218333
25,5,1364.4991781307203,302.11517260460477
25,16,180.4211557137974,704.5656306096755
25,17,83.64666921006894,700.2382188635629
26,1,596.1036317601687,449.30356173750914
26,9,928.7842124460127,474.2242814810481
26,14,1175.7026435103749,405.2574245598007
26,2,720.119839000592,199.1402363157626
26,10,1084.229370029861,223.68564364404665
26,13,338.76217747611383,311.00912242172893
26,7,654.7970246378832,194.04929155779521
26,8,1188.6789893470116,166.81145118545348
26,3,948.4234543303081,242.9909907741091
26,6,926.1820010202599,267.732820817274
26,11,642.9219037287883,456.2561515771544
26,12,534.9168836486267,493.5871506571402
26,4,843.6901472780783,131.70549659855274
26,15,993.650604935077,116.03048540566255
26,5,1372.2044250096046,302.2464374578601
26,16,183.53423358565513,704.6224017473273
26,17,87.09956031871255,700.3117229544911
27,1,601.036591303514,452.2481897254983
27,9,916.3423415530367,474.15745760349535
27,14,1169.0923061606684,405.46971849491865
27,2,720.8021104886755,199.36431797473355
27,10,1081.9655522575788,224.90951512992484
27,13,333.71941169585176,311.6752600625698
27,7,654.260001479301,193.69596830486051
27,8,1191.1934212409321,166.86317204781966
27,3,944.6239025556724,244.2867196707895
27,6,927.0059760422344,269.1483881865802
27,11,639.764528733149,457.26309477094014
27,12,529.1237329219254,493.802900088454
27,4,844.0385702034384,132.68073441101174
27,15,992.7054054706059,116.81237134457119
27,5,1379.909671888489,302.37770231111546
27,16,184.7747941202136,704.6397136202118
27,17,88.83004875644346,700.3723777564873
28,1,607.622254531624,455.55542288410334
28,9,904.3732775710075,473.8343947815806
28,14,1158.4225411180569,405.69549556339496
28,2,719.9942640095261,199.44592175727166
28,10,1078.213674426275,226.88770109692433
28,13,328.6740398302593,312.52797239273656
28,7,652.3805004772609,193.19545406195206
28,8,1192.5271884772628,167.0711985356515
28,3,940.3850039156522,245.03205470204136
28,6,926.4160095443214,270.538696506622
28,11,634.383972169239,457.9685808146095
28,12,521.7010940635254,492.8082667477762
28,4,842.9583501913733,133.26042715512557
28,15,990.7686214966394,116.82489877009257
28,16,184.0501368129695,704.855137089998
28,17,89.3020983953226,700.4200725526485
29,1,609.2967667053791,458.08069578011634
29,9,891.9654940870685,471.9565758156891
29,14,1146.4364299274514,405.2948239592577
29,2,717.6692593843134,198.77244583361556
29,10,1074.108571229602,227.792036636458
29,13,323.86832645174263,313.2796597210469
29,7,649.355378492423,193.05736728808364
29,8,1192.55804364951,167.1784312458344
29,3,933.6639043644726,245.82778823544962
29,6,925.7170176827416,270.98059855945974
29,11,633.3382361991527,458.36209292663534
29,12,514.1341097972554,490.6371258275261
29,4,840.6493377470184,133.32984437698894
29,15,987.7248496029753,116.95671273213578
29,16,182.6410777761978,704.9919091468353
29,17,88.62082333447876,700.4556302738793
29,18,39.470348747972125,694.096092084799
30,1,608.9505236426761,459.48844330837187
30,9,877.9251841859935,469.8527864678554
30,14,1134.7232653121669,405.3636678800916
30,2,714.7024471239419,198.248118522843
30,10,1069.5521677577183,228.7633788723261
30,13,317.8540512379843,313.5013477411768
30,7,645.9774865008137,192.75176394894734
30,8,1192.0831646619808,167.43908947035155
30,3,931.7354908698978,246.81595250241656
30,6,925.1577033239894,266.9498667961762
30,11,632.2925002290664,458.7556050386612
30,12,508.6114750075048,487.7732913657192
30,4,838.1379413359082,132.8264277497611
30,15,984.1298887528392,116.9761407384667
30,16,180.7940126807952,705.068875685966
30,17,87.53197325461835,700.4805243744987
30,18,39.564170969612725,694.1227385557577
31,1,599.2909354037794,459.605992445221
31,9,862.9232934557461,468.74607932953916
31,14,1123.4816363531415,405.3590638744536
31,2,710.8266036951508,197.86849853521082
31,10,1064.6473607995474,229.55325366597125
31,13,311.9991322242304,313.3433787793444
31,7,642.5659424385566,192.99640403201917
31,8,1190.997927354916,167.81323831138502
31,3,929.807077375323,247.8041167693835
31,6,923.3052102099633,265.3406700723856
31,11,631.2467642589801,459.14911715068706
31,12,503.7520215694258,484.78942109162074
31,4,835.0259499850667,132.61234901842812
31,15,980.579727898243,117.3749908006283
31,16,179.08423207075947,705.1035285156407
31,17,86.11514346975922,700.4966388692386
31,18,39.39070946551654,694.3507679077396
32,1,595.4507954493032,458.81574810548614
32,9,849.666991559994,469.0492372631786
32,14,1115.2093214676647,405.53626801383444
32,2,707.1560735691625,197.83614864118977
32,10,1059.8776511223605,230.65227343185344
32,13,306.1704143803806,313.37824870099956
32,7,638.8579069943045,193.4138330903645
32,8,1190.0866060796059,168.26530289836862
32,3,927.8786638807483,248.79228103635046
32,6,920.213434460274,262.2894029019435
32,11,630.2010282888938,459.5426292627129
32,12,498.69622217931027,483.6315251044324
32,4,832.3185443148122,132.1990868765933
32,15,977.2371998715258,118.05559487461049
32,16,177.65242390951568,705.110580450366
32,17,84.84339539731518,700.5059901313753
32,18,38.63549437165607,694.4931786301483
33,1,590.6297536958767,457.21517748067333
33,9,835.8249113578593,469.22560413469654
33,14,1108.0395250490992,405.4083972634244
33,2,703.3524031984341,197.6153932280867
33,10,1055.332703879513,231.5262111599577
33,13,300.4539483902716,313.3530424517456
33,7,635.0685380377623,193.7149460134312
33,8,1188.9941379533636,168.32214661531557
33,3,925.9502503861735,249.7804453033174
33,6,917.2730751540997,262.4855240218579
33,11,629.1552923188075,459.9361413747388
33,12,493.9231061484835,481.41781235770594
33,4,829.371015763091,131.22071107548834
33,15,974.3904242958515,118.70836463930219
33,16,176.32185413117432,705.1014636587569
33,17,83.57928599541907,700.5104810464063
33,18,37.52719257527146,694.5728674582596
34,1,581.022711912832,458.4484659471945
34,9,821.1944489283297,468.58550017030353
34,14,1103.6192307201825,405.9554503974517
34,2,699.791556073582,197.4790901865653
34,10,1050.5916833710692,232.67514264215663
34,13,295.550598893153,313.7415945547524
34,7,631.3270124384986,193.9159129664345
34,8,1188.092913622672,168.31576714497746
34,3,913.7960271825233,245.09706510013586
34,6,914.1424862122481,261.2773720187167
34,11,628.1095563487212,460.32965348676464
34,12,488.4509489344021,480.0202528625347
34,4,826.564865477181,130.31092302016373
34,15,972.2000448216222,119.10556575925793
34,16,175.8117849772595,705.306539325213
34,17,82.40942587985083,700.7338607829754
34,18,36.676476444305116,694.386275685627
35,1,572.6205179444745,457.9843115660466
35,9,807.8589406761782,466.6650126906235
35,14,1099.960963891584,405.65743732434646
35,2,696.7128165456652,197.62788421741337
35,10,1047.324717827804,233.35203723062705
35,13,289.043729394632,314.4321994278059
35,7,628.8099363915536,194.03752680763054
35,8,1187.626311699878,168.49708822348921
35,3,903.9774386554326,240.9910774090644
35,6,911.4246756336805,260.5731589406642
35,11,631.6993492822307,471.95059754317157
35,12,483.8016243396554,478.35271475136204
35,4,824.5985926861134,127.71084835333093
35,15,970.5148253870558,119.53598393152055
35,16,175.49153519516375,705.4433249554565
35,17,81.5930719631836,700.8893881296488
35,18,36.06591987223314,694.2373331939925
36,1,564.9038134968306,458.27656276465325
36,9,795.5185036874509,463.4024902191095
36,14,1095.3534289346744,404.97011837172437
36,2,693.8071144438914,197.31027319953424
36,10,1044.7001131522675,233.2425931065419
36,13,281.4106404241013,315.105073624078
36,7,626.7670283965173,194.32278807445346
36,8,1187.9594032123994,168.37612424936148
36,3,896.2018764604074,241.0666382448036
36,6,911.9670120895673,263.56339803191804
36,11,633.490051995345,479.84381038332435
36,12,480.18930792593005,477.3842837255398
36,4,822.6057169499484,128.16701178062954
36,15,969.1911578607823,119.99306710678566
36,16,175.31453381022595,705.7481258863057
36,17,81.06944243943883,700.988866982994
36,18,35.65999440654809,694.3487484781417
37,1,556.7189756336775,458.02116212828815
37,9,782.7787116594047,461.0248777361894
37,14,1089.7141590355047,404.69582428036705
37,2,690.8233247866253,197.31925276174763
37,10,1042.5061743223396,233.03528570182914
37,13,274.6040091043551,315.9698037750188
37,7,624.8295814090577,194.05805332458982
37,8,1188.6524464275867,168.0424632893275
37,3,889.3996041251264,241.3365399170638
37,6,913.2922488040055,265.8073599720704
37,11,633.8339366222141,484.2315059668214
37,12,477.95076987972817,477.14067864989073
37,4,820.8193042598965,128.63662854260278
37,15,968.3286916360576,119.8037622591052
37,16,175.23801490212557,705.9472290617028
37,17,80.54812374006572,700.8233663061534
37,18,35.41553505374738,694.4284995512489
38,1,550.2945319497207,457.1515027425882
38,9,770.8377834549864,460.69298478075564
38,14,1084.3925339260054,404.2981928068979
38,2,688.6825788716036,197.78972882270511
38,10,1040.7965594674965,233.46428905458708
38,13,269.3580623747084,315.84667040624873
38,7,623.1654675270881,194.28930382647627
38,8,1189.3596529995818,168.0151515428692
38,3,884.0170256661388,242.57100189429914
38,6,915.2953284946677,267.5940977874396
38,11,633.0973534491077,486.64299095011694
38,12,475.7334478391698,477.6096922914663
38,4,819.4034996012131,129.72463285429802
38,15,967.3211195342745,119.60379564286269
38,16,175.0042759785043,706.508295026566
38,17,80.2526993692366,700.9153616727104
38,18,35.2896347157146,694.703373511597
39,1,545.1932842356273,456.3102998288798
39,9,757.6750821079521,460.7215213155086
39,14,1078.6191075131721,403.8199406533832
39,2,687.3669743354146,198.80122373645267
39,10,1038.7145834640214,234.15112651927814
39,13,265.02223876440155,317.0109613276451
39,7,621.8947129821842,194.44267450948348
39,8,1190.2723958329966,167.9981850380543
39,3,879.6454603981649,244.20973882760762
39,6,916.7864474042834,269.1971102403003
39,11,630.9450245320965,487.44970244568105
39,12,474.10192456683615,478.53738692728376
39,4,818.6868802291287,130.98282659417035
39,15,966.3969367632135,118.9772962467188
39,16,174.8738549555296,706.8781083527863
39,17,80.11764821577559,700.9764703823173
39,18,35.244467465220396,694.8911143780082
40,1,539.6837149920062,456.19140240024956
40,9,744.5050710108593,460.9470283824453
40,14,1072.0647336322688,404.18267152036003
40,2,686.6061438851247,199.72683444770632
40,10,1036.095335815493,234.57401040145047
40,13,262.4012539844569,317.55259692768306
40,7,619.9861549732161,194.97885736428117
40,8,1191.3096659204186,167.98896863921908
40,3,875.272309344657,246.27891552811852
40,6,918.2614141800881,269.9606535197925
40,11,630.5215958301051,490.5751183639689
40,12,472.58941528605743,479.9506388853817
40,4,817.9991788886534,132.08309021320042
40,15,965.2880769445388,119.40222884000951
40,16,174.81623401090414,707.0980268806879
40,17,80.0876536641949,701.2353002995595
40,18,35.027378777598834,695.0082933660879
41,1,535.1629766583628,453.9408005934961
41,9,731.7952164585063,462.5879692573272
41,14,1066.5194480657428,404.4806311968121
41,2,685.2960578859911,200.11035951947815
41,10,1033.0736386400529,234.80033398865976
41,13,260.9244937860323,318.06953879246527
41,7,617.8165230908986,195.78248983854286
41,8,1191.9675788718923,167.98514633741198
41,3,870.8243843544321,248.1350066651582
41,6,919.4493251624384,270.7749243082287
41,11,630.0981671281137,493.70053428225674
41,12,469.7530554443382,481.1998210933277
41,4,817.5128265882987,133.02481423677645
41,15,964.2525516800595,119.70888029596294
41,16,174.80586925346645,707.430796310503
41,17,80.34167792253044,701.4103649468935
41,18,34.90349481210568,695.0724432145558
41,19,609.6915345608762,451.523044706507
42,1,530.2017288984998,451.9579695326168
42,9,723.2003225754871,464.73166473022405
42,14,1061.273013849377,405.8179130502262
42,2,683.7625070204784,200.08843249718385
42,10,1030.4381374239358,235.77908363658528
42,13,260.13991818519804,317.2382222536322
42,7,615.9070158802865,196.09165618469098
42,8,1192.3370827054862,168.6510407618159
42,3,866.9360881924764,249.77174486298046
42,6,920.3965939346847,271.6392841608231
42,11,621.601907274951,486.4650606518414
42,12,466.14791213057407,482.4915860812496
42,4,816.9146902642549,133.38216977734987
42,15,962.8177963513186,120.1357300424339
42,16,174.6009029416263,707.6239143235814
42,17,80.11629242282962,701.5182355264502
42,18,34.846014527588274,695.0995591324618
42,19,612.7178639270443,451.2322583135963
43,1,523.5406531991057,451.12818394877587
43,9,714.6060328828905,466.2495058738896
43,14,1056.4438264195016,408.31411142902374
43,2,681.6055862422273,200.45105963750314
43,10,1027.6480259417913,237.07434269977614
43,13,259.0484114668423,316.3491690020874
43,7,613.524095939785,196.69687173442384
43,8,1192.0585470717506,170.00959115839095
43,3,862.5162604221774,251.2115037543273
43,6,921.1573848958685,272.5474737516814
43,11,619.0360528224866,486.84082949448987
43,12,462.00997746848594,483.77262642923347
43,4,815.3186932442052,133.97992436553432
43,15,961.3165991146598,120.63801146477479
43,16,173.80881583805808,707.9387358462715
43,17,79.97730997303853,702.0202214967641
43,18,34.38803018155429,695.3249886050684
43,19,614.683228827109,450.49467298400174
44,1,517.4357807452373,449.37826483857043
44,9,707.1789108449489,467.01847241976105
44,14,1052.1074473775286,410.4623411147028
44,2,679.0028015660234,200.6583845942377
44,10,1024.7472372605394,238.56965916955613
44,13,257.39818432633996,315.9180644531777
44,7,611.0273914631713,197.5131746681395
44,8,1191.5568608853318,171.38456949334815
44,3,857.2294874130264,252.48993886748906
44,6,921.3396069836273,273.0466687266045
44,11,616.4701983700221,487.21659833713835
44,12,457.53322599475166,484.3483089477402
44,4,813.2246503846746,134.31453561917436
44,15,959.7786131776738,121.40403982306438
44,16,173.0511249322633,708.1209421261207
44,17,79.68064588825902,702.3557918853434
44,18,33.643553529062444,695.6930066794532
44,19,618.6062033477388,447.95957635784276
45,1,510.43776352617084,448.52418254237153
45,9,702.8938570143256,466.7774349119267
45,14,1048.750901883491,412.05972051317104
45,2,676.1053727531047,201.42121796176355
45,10,1021.3290582008293,239.95463457106922
45,13,254.16785148472565,315.85125553025745
45,7,608.2449653061907,197.80219055588884
45,8,1190.7092522940668,172.7244766369946
45,3,852.206190713121,253.2017063746672
45,6,921.3419176096885,273.48178034054166
45,11,613.9043439175576,487.59236717978683
45,12,454.4200377260954,484.62722715137465
45,4,812.1384650760061,134.68553178196606
45,15,957.7804783847961,122.12215543802134
45,16,172.12083925377974,708.207959680723
45,17,79.49003143689973,702.6067037309414
45,18,32.48762885453123,695.7116557016669
45,19,623.6716535969189,446.0454661033468
45,20,1245.2904963112387,327.2257458965611
46,1,503.7135616838007,447.88346508558845
46,9,695.3533879504675,464.9382526315785
46,14,1045.8178484411428,412.9994779036193
46,2,672.809994088258,201.46926478384933
46,10,1017.7768072106501,240.34454208027276
46,13,250.45798337507446,315.60956626829983
46,7,604.8339028204903,198.14929906928944
46,8,1189.6514088557572,174.44900111027584
46,3,846.5026682883191,253.95878393854065
46,6,920.7997785646618,273.66683272014177
46,11,611.3384894650932,487.9681360224353
46,12,450.09295482515944,487.15130140345025
46,4,810.466910931122,134.86986900375
46,15,955.9116021818841,122.56583947461748
46,16,169.75386778107836,708.4539010937821
46,17,77.16761805003432,702.4766809799731
46,18,30.618274431348535,695.4749821466999
46,19,630.1482374107517,444.2424059352207
46,20,1240.0716268572019,328.2606250558848
47,1,495.22811668217764,448.4883747052372
47,9,688.1881455602663,460.9045646673261
47,14,1042.4460212990998,413.90711566213366
47,2,668.6030377817657,202.32901095590594
47,10,1013.0457488231427,240.46170694815032
47,13,246.22528945101962,315.0181359561492
47,7,600.7819179674171,198.32463011337683
47,8,1188.483530949657,175.53141963150446
47,3,840.3271736625696,253.88132399376676
47,6,920.3452291093147,273.24690432717216
47,11,608.7726350126287,488.3439048650838
47,12,447.1148544066298,489.9415453720081
47,4,807.928161000769,134.92872765851695
47,15,953.7138748676492,122.8046874146597
47,16,167.72839151992312,708.3739453410225
47,17,75.11813544984034,702.3482207200368
47,18,28.055950983362738,695.5095330439848
47,19,634.4204616570279,442.14766397884057
47,20,1234.6085530921882,330.0406750477445
48,1,487.3029754658936,451.0605293961688
48,9,682.139298155233,456.08560411257525
48,14,1038.475236795251,415.0298775758154
48,2,664.6842810627865,202.44179328097098
48,10,1007.9540808350815,241.0797323247909
48,13,241.22630926094166,315.07250752737
48,7,596.7650617385698,198.60590500580938
48,8,1186.6080148703297,176.3514365452171
48,3,834.0731836814017,254.34170857716114
48,6,919.5487671278657,273.08860427211954
48,11,606.2067805601642,488.7196737077323
48,12,443.56509901730743,491.0688037153719
48,4,804.7940936522091,135.13299376485344
48,15,950.8535547252139,122.90152785065563
48,16,164.68107197821948,708.5075131471282
48,17,71.78944042778453,702.6799504646912
48,18,25.50104577892592,695.9717921510484
48,19,637.2483688929999,439.0125894803397
48,20,1228.5566648551307,330.7367055997469
49,1,480.30143638660195,452.06621261061815
49,9,676.1683363120266,451.978217821958
49,14,1034.0502157931671,416.31667865187416
49,2,659.7014782335494,202.89658048079198
49,10,1001.562337428876,241.63593455491107
49,13,235.9644402786008,314.93103159322663
49,7,592.6065680736638,198.74975958153428
49,8,1184.4876539948025,176.98788167273042
49,3,827.3613258048954,255.44567711154644
49,6,918.5382699480894,272.9312334552156
49,11,603.6409261076998,489.09544255038077
49,12,439.36350208124964,494.0712904288128
49,4,801.0639109583609,135.6750306778201
49,15,946.8832783281426,123.35220066987127
49,16,161.39766750372056,708.35877800282
49,17,68.05583803832994,702.9020601427445
49,18,21.23896045477616,695.8468116619366
49,19,639.058139475605,435.8634359888737
